Mã hàng,Mã vạch,Tên hàng,ĐVT,Parent_SKU
HPKTXA1002,497655585823237,TÚI NYLON TRUNG,Cái,
HPKTXA1003,497655585824159,Giỏ vòm 1 (SP477 New),Chiếc,
HPKTXA1004,497655585824160,Giỏ vòm 2 (SP479 New),Chiếc,
HPKTXA1005,497655585824161,Giỏ vòm 3 (SP478 New),Chiếc,
TVC1006,89938534079526,TÚI NYLON TRUNG,Cái,
TVC1007,89938534079601,TÚI LƯỚI XL ABC,Cái,
TVC1008,89938534079657,Giỏ vòm 3 (SP478),Chiếc,
TVC1009,89938534079658,Giỏ vòm 2 (SP479),Chiếc,
TVC1010,89938534079716,Giỏ vòm 1 (SP477),Chiếc,
TVC1014,497655585823000,Túi vc Moorpet Túi Hộp,Cái,
HPKVCO1001,497655585824058,Cổ dù hoa văn bé,Cái,
HPKVCO1002,497655585824181,Vòng cổ Police nhỏ (HK),Cái,
HPKVCO1003,497655585824182,Vòng cổ Police lỡ (HK),Cái,
HPKVCO1004,497655585824183,Vòng cổ Police trung (HK),Cái,
HPKVCO1005,497655585824184,Vòng cổ hoa văn lớn (HK),Cái,
VCP1001,9557837004680,Cổ dù hoa văn nhỏ,Cái,
VCP1002,9557837004681,Cổ dù hoa văn trung,Cái,
VCP1003,9557837004682,Cổ dù hoa văn lớn,Cái,
VCP1004,89938534079523,VÒNG CỔ BI NHỎ,Cái,
VCP1005,89938534079524,VÒNG CỔ BI TRUNG,Cái,
VCP1008,89938534079645,Cổ da 2 lớp nhỏ,Cái,
VCP1009,89938534079646,Cổ da 2 lớp lỡ,Cái,
VCP1010,89938534079647,Cổ da 2 lớp lớn,Cái,
VCP1011,89938534079648,Cổ dù Police nhỏ (khóa antimol),Cái,
VCP1012,89938534079649,Cổ dù Police lỡ (khóa antimol),Cái,
VCP1013,89938534079650,Cổ dù Police trung (khóa antimol),Cái,
VCP1031,4976555893069,Vòng cổ 10mm #VC10,Cái,
VCP1032,4976555893182,Vòng cổ 15mm #VC15,Cái,
VCP1037,497655585822920,Vòng Cổ Kitten & Puppy 0.8cm,Cái,
VCP1038,497655585822991,Vòng Cổ họa tiết hoa,Cái,
HQTLEP0000,497655585823265,Que test Leptospiria,Cái,
HQTTĐH0000,497655585823268,"Que thử dùng cho máy đo đường huyết thú y VQPET H (VivaChek, Trung Quốc)",Cái,
HQTTNT0000,497655585823267,Que thử nước tiểu 15 thông số dùng cho máy UA-60V (Mindray),Cái,
HQTVSD0000,497655585823254,Vcheck SDMA,Cái,
HQTVT40000,497655585823252,Vcheck T4,Cái,
HQTXNMTS19,497655585823275,105-00496A-00 Health Checking Panel Đĩa tổng quát gồm 19 thông số dùng cho máy sinh hóa thú y (Mindray),Cái,
HQTXNMTS28,497655585823274,105-00495A-00 Comprehensive Diagnosis Panel Đĩa tổng quát gồm 28 thông số dùng cho máy sinh hóa thú y (Mindray),Cái,
MTPCHI2040,8938529672557-,Pate chó mèo King's Pet By Bao Anh TA hỗn hợp hoàn chỉnh vị heo rau củ 380g,Lon,
MTPCHI2041,8938529672540-,Pate chó mèo King's Pet by Bao Anh TA hỗn hợp hoàn chỉnh vị bò rau củ 380g,Lon,
MTPCHI2042,8938529672595-,Pate chó mèo King's Pet by Bao Anh TA hỗn hợp hoàn chỉnh vị gà thơm 380g,Lon,
MTPCHI2043,8938529672564-,Pate chó mèo King's Pet by Bao Anh TA hỗn hợp hoàn chỉnh vị cá kỷ tử 380g,Lon,
MTPCHI2044,8938529672571-,Pate chó mèo King's Pet by Bao Anh TA hỗn hợp hoàn chỉnh vị gà kỷ tử 380g,Lon,
MTPCHI2045,8938529672014-,Pate chó mèo King’s Pet TA hỗn hợp hoàn chỉnh vị cá 380g,Lon,
MTPCHI2046,8938529672021-,Pate chó mèo King’s Pet TA hỗn hợp hoàn chỉnh vị gà 380g,Lon,
MTPCHI2047,8938529672168-,Pate chó mèo King's Pet TA hỗn hợp hoàn chỉnh vị cá hồi 380g,Lon,
MTPCHI2048,8938529672144-,Pate chó mèo King's Pet TA hỗn hợp hoàn chỉnh vị gà cá 380g,Lon,
PTT1001,8938529672755,PATE CÁ COLLAGEN HỘP 500GR,Hộp,
PTT1002,8938529672786,PATE GÀ CÁ HỘP 500GR,Hộp,
PTT1003,8938529672762,PATE GÀ COLLAGEN HỘP 500GR,Hộp,
PTT1004,8938529672076,PATE CÁ NƯỚC NGỌT,Kg,
PTT1005,8938529672625,PATE CÁ SABA,Kg,
PTT1006,8938529672106,PATE GÀ,Kg,
PTT1007,8938529672113,PATE GÀ CÁ,Kg,
PTT1008,8938529672243,PATE GÀ CÁ TRÍCH,Kg,
PTT1009,8938529672090,PATE GÀ COLLAGEN,Kg,
PTT1010,8938529672120,PATE GAN,Kg,
PTT1011,8938529672052,PATE HỖN HỢP CÁ,Kg,
PTT1012,8938529672069,PATE HỖN HỢP GÀ,Kg,
PTT1013,8938529672700,PATE NGỪ HỘP 500GR,Hộp,
PTT1014,8938529672779,PATE GÀ HỘP 500GR,Hộp,
PTT1015,8938529672236,PATE CÁ TRÍCH,Kg,
PTT1016,8938529672083,PATE CÁ COLLAGEN,Kg,
PTT1017,8938529672038,PATE CÁ NGỪ,Kg,
PTT1018,8938529672045,PATE CÁ NỤC,Kg,
PTT1019,8938529672793,PATE CÁ TRÍCH HỘP 500GR,Hộp,
PTT1020,9557837004678,PATE HEO HỘP 500GR,Hộp,
PTT1021,8938529672717,PATE CÁ NỤC HỘP 500GR,Hộp,
PTT1022,9557837004679,PATE HEO GÀ HỘP 500GR,Hộp,
PTT1023,9557837004703,PATE BÒ HỘP 500GR,Hộp,
PTT1024,8938529672731,PATE HỖN HỢP GÀ HỘP 500GR,Hộp,
PTT1025,8938529672724,PATE HỖN HỢP CÁ HỘP 500GR,Hộp,
PTT1026,8938529672816,PATE CÁ NƯỚC NGỌT HỘP 500GR,Hộp,
PTT1027,8938529672748,PATE GAN HỘP 500GR,Hộp,
PTT1028,89938534079436,PATE BÒ,Kg,
PTT1029,89938534079437,PATE HEO,Kg,
PTT1030,89938534079451,PATE CÁ THU HỘP 500GR,Hộp,
PTT1031,8938529672809,PATE GÀ CÁ TRÍCH HỘP 500GR,Hộp,
PTT1032,89938534079468,PATE CÁ CAM HỘP 500GR,Hộp,
PTT1033,89938534079730,PATE CÁ CAM,Kg,
PTT1034,8938550784045,GÀ XAY HỖN HỢP (800gr),Cây,
PTT1035,8938550784014,SUPER GÀ (800gr),Cây,
PTT1036,8938550784021,THỊT HEO (800gr),Cây,
PTT1037,8938550784069,THỊT BÒ (800gr),Cây,
PTT1038,8938550784243,THỊT HEO (400GR),Cây,
PTT1039,8938550784236,THỊT BÒ (400GR),Cây,
PTT1040,8938550784168,SOUP HEO HẦM,Hộp,
PTT1041,497655585822849,PATE CÁ SABA HỘP 500GR,Hộp,
TAC2049,8938529672557,Pate chó mèo King's Pet By Bao Anh TA hỗn hợp hoàn chỉnh vị heo rau củ 380g,Lon,
TAC2050,8938529672540,Pate chó mèo King's Pet by Bao Anh TA hỗn hợp hoàn chỉnh vị bò rau củ 380g,Lon,
TAC2051,8938529672014,Pate chó mèo King’s Pet TA hỗn hợp hoàn chỉnh vị cá 380g,Lon,
TAC2052,8938529672168,Pate chó mèo King's Pet TA hỗn hợp hoàn chỉnh vị cá hồi 380g,Lon,
TAC2053,8938529672021,Pate chó mèo King’s Pet TA hỗn hợp hoàn chỉnh vị gà 380g,Lon,
TAC2054,8938529672144,Pate chó mèo King's Pet TA hỗn hợp hoàn chỉnh vị gà cá 380g,Lon,
TAC2055,8938529672175,Pate chó mèo King's Pet TA hỗn hợp hoàn chỉnh vị súp cá sốt bò 380g,Lon,
TAC2056,8938529672588,Pate chó mèo King's Pet by Bao Anh TA hỗn hợp hoàn chỉnh vị cá thơm 380g,Lon,
TAC2057,8938529672595,Pate chó mèo King's Pet by Bao Anh TA hỗn hợp hoàn chỉnh vị gà thơm 380g,Lon,
TAC2058,8938529672564,Pate chó mèo King's Pet by Bao Anh TA hỗn hợp hoàn chỉnh vị cá kỷ tử 380g,Lon,
TAC2059,8938529672571,Pate chó mèo King's Pet by Bao Anh TA hỗn hợp hoàn chỉnh vị gà kỷ tử 380g,Lon,
HTPPHU1001,8809570013166,"TA chó, mèo YUM YUM CHEESE MOUSSE CHICKEN 80G",Bịch,
HTPPHU1002,8938562353024,"Xúc xích Yummy vị gà, cá",Gói,
HTPPHU1003,8938562353017,Xúc xích Yummy vị gan,Gói,
HTPPHU1004,8936204291956,Ức gà sấy viên 100g (KAMT G3),Túi,
HTPPHU1005,8936204293431,Xúc xích Doog&Caat vị bò,Gói,
HTPPHU1006,8936204293523,Xúc xích Doog&Caat vị phô mai,Gói,
HTPPHU1007,8936204293424,Xúc xích Doog&Caat vị gà,Gói,
HTPPHU1008,8936204293417,Xúc xích Doog&Caat vị cá,Gói,
HTPPHU2001,8809570012954,"TA chó, mèo COLOSTRUM PROTEIN, CHAP CHAP PET MILK, TWINKLING EYES 150Ml",Bịch,
HTPPHU2002,8809570012428,"TA  chó, mèo COLOSTRUM PROTEIN, CHAP CHAP PET MILK, STRONG JOINTS 150Ml",Bịch,
SCP1001,8935074605337,BIO-MILK FOR PET - 100g/gói,Gói,
SCP1003,020279993001,TA Petlac Powder 300g,Lon,
SCP1100,89938534079456,TABS-Birthright Acidified Baby Animal Milk Replacer - 10 Gói,Gói,
SCP1100,497655585823588,,Hộp,
SNC1091,8936219610056,"TA làm từ ức gà dành cho chó mèo PetQ - Dạng viên vuông nhỏ, màu trắng ngà 200g/gói",Gói,
SNC1092,8936219610063,"TA làm từ ức gà và cỏ mèo dành cho chó mèo PetQ - Dạng viên vuông nhỏ, màu xanh lá 200g/gói",Gói,
SNC1132,6976632560158,BITE OF WILD CAT GRASS FREEZE-DRIED PET TREATS(40G/BAG),Gói,
SNC1135,6976632560219,BITE OF WILD SALMON FREEZE-DRIED PET TREATS (40G/BAG),Gói,
SNC1136,6976632560202,BITE OF WILD SHISHIAMO FISH FREEZE-DRIED PET TREATS(40G/BAG),Gói,
SNC1137,6976632560196,BITE OF WILD CHICKEN LIVER FREEZE-DRIED PET TREATS (40G/BAG),Gói,
SNC1138,6976632560172,BITE OF WILD DUCK FREEZE-DRIED PET TREATS (40G/BAG),Gói,
SNC1139,6976632560165,BITE OF WILD RAW FLESH MEAT FREEZE-DRIED PET TREATS(40G/BAG),Gói,
SNC1140,89938534079518,BITE OF WILD CHICKEN FREEZE-DRIED PET TREATS(40G/BAG),Gói,
SNC1141,6976632560189,BITE OF WILD EGG YOLK FREEZE-DRIED PET TREATS (40G/BAG),Gói,
SNC1164,8936219610018,"TA làm từ ức gà dành cho chó mèo PetQ - Dạng viên vuông nhỏ, màu trắng ngà - 80g/gói",Gói,
SNC1165,8936219610025,"TA làm từ ức gà và cỏ mèo dành cho chó mèo PetQ - Dạng viên vuông nhỏ, màu xanh lá - 80g/gói",Gói,
SNC1166,8936219610032,"TA làm từ lòng đỏ trứng gà dành cho chó mèo PetQ - Dạng viên vuông nhỏ, màu vàng - 80g/gói",Gói,
SNC1167,8936219610049,"TA làm từ gan gà dành cho chó mèo PetQ - Dạng viên vuông nhỏ, màu nâu - 80g/gói",Gói,
SNC1168,8936225441149,"TA làm từ cá hồi dành cho chó mèo PetQ - Dạng viên vuông nhỏ, màu cam - 45g/gói",Gói,
SNC1169,8936219610070,"TA làm từ lòng đỏ trứng gà dành cho chó mèo PetQ - Dạng viên vuông nhỏ, màu vàng - 200g/gói",Gói,
SNC1170,8936219610087,"TA làm từ gan gà dành cho chó mèo PetQ - Dạng viên vuông nhỏ, màu nâu - 200g/gói",Gói,
HVCXXX1001,497655585823102,Lồng cho thú cưng PD-68,Chiếc,
HVCXXX1002,497655585824044,Lồng cho thú cưng PD-48,Cái,
HVCXXX1003,497655585824156,Lồng cho thú cưng PD-58,Cái,
LCP1021,497655585822846,"Lồng Petland,  model: PD-48, Size: L68*W47*H47, 5 cái/thùng,",Chiếc,
LCP1022,497655585822847,"Lồng Petland, model: PD-58, Size: L58*W37*H37, 6 cái/thùng,",Chiếc,
KMP1001,89938534079731,Chế phẩm vệ sinh - khử mùi GoodCalm 20ml,Chai,
KMX1001,9555570900058,"Chai xịt khử mùi Bioion Pets Pounce 500ml, hương Tự nhiên (Không mùi)",Chai,
KMX1002,9555570900669,"Chai xịt khử mùi Bioion Pets Pounce 500ml, hương Ocean",Chai,
KMX1003,9555570900584,"Chai xịt khử mùi Bioion Pets Pounce 500ml, hương Floral",Chai,
KMX1004,9555570903141,"Chai xịt khử mùi Bioion Pets Pounce 500ml,hương Sakura",Chai,
KMX1005,8809243595111,Xịt khử mùi - Deodorant Natural & Clean - 500ml,Chai,
KMX1006,9557837004639,Xịt khử mùi Silvergiene 60ml,Chai,
KMX1007,8850292571014,Xịt Để Ngăn Chó Đi Tiểu BEARING Back Off 250ml,Chai,
STP1040,8935113210003,Khử Mùi Chuồng Trại FAY Deodor Peppermint - 300ml,Chai,
HVSMTX1001,497655585823907,VIRKON S - 500GM BAG,Gói,
TST2000,9557837004674,Vimekon_20g_Gói(pets),Gói,
TST2001,89938534079878,BIOKON - 30g/gói,Gói,
HVSNHP1001,6937082506738,"Tinh dầu  Show Queen, dung tích 100ml/chai.",Chai,
HVSNHP1002,497655585824055,Nước hoa Boss 4 - 5ml,Chai,
HVSNHP1003,497655585824056,Nước hoa Boss 1 - 5ml,Chai,
HVSNHP1004,497655585824057,Nước hoa Boss 3 - 5ml,Chai,
NHP1002,8809058110608,Nước hoa khử mùi và mềm lông 300ml,Chai,
NHP1003,89938534079655,LUXURY PERFUME 10ml,Chai,
NHP1004,693708250673,Dầu dưỡng cho lông động vật Pet Essential oil SQ6738,Chai,
NHP1005,8936189710657,Dưỡng lông RELAX M7 - Dung tích 50ml,Chai,
NHP1006,8938556520975,Gel dưỡng lông hương hoa Hồng Pháp 100ml (Krill),Chai,
NHP1007,8938556520968,Gel dưỡng lông hương hoa hồng và linh lan 100ml (Krill),Chai,
NHP1008,8938556520982,Gel dưỡng lông hương lavender 100 ml (Krill),Chai,
NHP1009,8938556520999,Gel dưỡng lông hương nước hoa 100 ml (Krill),Chai,
NHP1010,8938556520111,Nước hoa thú cưng hương Lavie 30ml (Krill),Chai,
NHP1011,8938556520203,Nước hoa thú cưng hương Mirelle 30ml (Krill),Chai,
NHP1012,8938556520128,Nước hoa thú cưng hương Trầm Kỳ Nam 30ml (Krill),Chai,
HVSSTP0001,497655585824072,ST Palma Babi - 300ml,Chai,
HVSSTP0002,497655585824073,ST Palma Aura - 300ml,Chai,
HVSSTP0003,497655585824074,ST Palma De-O - 300ml,Chai,
HVSSTP0004,497655585824075,ST Palma Silky - 300ml,Chai,
HVSSTP1001,497655585824080,ST Modern Pet Gel Plus - 4 Lít,Chai,
HVSTSP1001,8935020324459,Micona Shampoo_200ml_Chai,Chai,
KB01,89938534079465,EL300100 Bayopet Conditioning Shampoo,Chai,
KB02,89938534079466,EL300101 Bayopet Moisturizing and Antiseptic Shampoo,Chai,
STP1001,8935113206037,Dầu Tắm FAY 5 Sao - 800ml,Chai,
STP1002,8935113202077,Dầu Tắm FAY Puppy - 300ml,Chai,
STP1003,8935113202183,Sữa Tắm FAY Medicare - 290ml,Tuýp,
STP1004,8935113206013,Dầu Tắm FAY 5 Sao - 300ml,Chai,
STP1005,8935113202169,Sữa Tắm FAY Siêu Mượt En-Rosely - 300ml,Chai,
STP1006,8935113200462,Xua Đuổi Chó Mèo FAY Repell - 200ml,Chai,
STP1007,8935113211123,Dầu Tắm Palma Care - 300ml,Chai,
STP1008,8935113211710,Dầu Tắm Palma Total - 300ml,Chai,
STP1009,8935113203029,Dầu Tắm FAY 3 Sao - 800ml,Chai,
STP1010,8935113202121,Sữa Tắm FAY Siêu Mượt En-Rosely - 800ml,Chai,
STP1011,8935113211222,Dầu Tắm Palma Act - 300ml,Chai,
STP1012,8935113211321,Dầu Tắm Palma Pro - 300ml,Chai,
STP1013,8935113202022,Dầu Tắm FAY 4 Sao - 800ml,Chai,
STP1014,8935113202190,Dầu Tắm FAY Puppy - 800ml,Chai,
STP1024,8809058110851,Dầu xả nha đam 750ml- aloe rince,Chai,
STP1025,8809058110844,Dầu gội Olive 750ml,Chai,
STP1026,8809058110837,Dầu gội nha đam lông dài 750ml- long coat,Chai,
STP1027,8809058110820,Dầu gội nha đam lông ngắn 750ml- short coat,Chai,
STP1028,4712364306228,ST YÚ hương Anh Đào 400ml,Chai,
STP1029,4712364300158,ST YÚ hương Bạch Quả 400ml,Chai,
STP1030,4712364300172,ST YÚ hương Hà Thủ Ô 400ml,Chai,
STP1031,4712364308048,ST YÚ hương Hoa Lan 400ml,Chai,
STP1032,4712364300141,ST YÚ hương Hoa Sen 400ml,Chai,
STP1033,4712364306365,ST YÚ hương Hoa Trà 400ml,Chai,
STP1034,4712364300349,ST YÚ hương Hoa Tự Nhiên 400ml,Chai,
STP1035,4712364306389,ST YÚ hương Lựu Đỏ 400ml,Chai,
STP1036,4712364300165,ST YÚ hương Mẫu Đơn 400ml,Chai,
STP1037,4712364306150,ST YÚ hương Vải Thiều 400ml,Chai,
STP1038,4712364300134,ST YÚ hương Ý Dĩ 400ml,Chai,
STP1039,8938552125020,Sữa tắm chó mèo Diva Hồng (Formula 2) 260 ml,Chai,
STP1041,8935113202015,Dầu Tắm FAY 4 Sao - 200ml,Chai,
STP1042,8935113202008,Dầu Tắm FAY 4 Sao - 300ml,Chai,
STP1043,8809058117546,Dầu gội nha đam lông ngắn 300ml- short coat,Chai,
STP1044,8809058117560,Dầu xả nha đam 300ml - aloe rince,Chai,
STP1045,8809058114347,Dầu gội lông trắng 550ml- white coat,Chai,
STP1046,8809058113463,Dầu gội 3 trong 1 550ml,Chai,
STP1047,6925677020134,Sữa tắm SOS xanh dương lông màu trắng (530ml),Chai,
STP1048,6925677020165,Sữa tắm SOS hồng lông mịn (530ml),Chai,
STP1049,6925677020141,Sữa tắm dành riêng cho động vật có lông đỏ nhãn hiệu SOS (530ml),Chai,
STP1050,6925677020158,Sữa tắm dành riêng cho động vật chống rụng lông nhãn hiệu SOS (530ml),Chai,
STP1051,6925677020127,"Sữa tắm dành riêng cho động vật có lông mịn mượt, nhãn hiệu SOS (530ml)",Chai,
STP1055,8935113203012,Dầu Tắm FAY 3 Sao - 200ml,Chai,
STP1056,8935113222204,Dầu Tắm Plotoon Deodor - 300ml,Chai,
STP1057,8935113230308,Dầu Tắm Plotoon Volumize - 300ml,Chai,
STP1058,8809058113456,Dầu gội Baby Powder 550ml,Chai,
STP1059,8935074630810,SILKY - 200ml/chai,Chai,
STP1060,8935113202060,Dầu Tắm FAY Puppy - 200ml,Chai,
STP1061,8936204290195,"Sữa tắm diệt ve rận, bọ chét dành riêng cho chó mèo, dung tích 450ml, nhãn hiệu Olive",Chai,
STP1062,8936204290164,"Sữa tắm cho lông đỏ và lông sẫm màu dành riêng cho chó mèo, dung tích 450ml, nhãn hiệu Olive",Chai,
STP1064,8936204290171,"Sữa tắm làm đẹp chống rụng lông dành riêng cho chó mèo, dung tích 450ml, nhãn hiệu Olive",Chai,
STP1065,89938534079695,Yoko Shampoo Winter F4 (2Lít/can),Can,
STP1066,89938534079696,Yoko Shampoo Summer F3 (2Lít/can),Can,
STP1067,89938534079697,Yoko Shampoo Spring F2 (2 Lít/can),Can,
STP1068,89938534079698,Yoko Shampoo Autumn F1 (2 Lít/can),Can,
STP1069,6925677001928,"Sữa tắm dành riêng cho động vật nhiều ve, rận, dung tích 530ml, nhãn hiệu SOS PRO",Chai,
STP1070,6925677001935,"Sữa tắm dành riêng cho động vật lông mịn mượt, dung tích 530ml, nhãn hiệu SOS PRO",Chai,
STP1071,6925677001942,"Sữa tắm dành riêng cho động vật, dung tích 530ml, nhãn hiệu SOS PRO",Chai,
STP1075,8935113203005,Dầu Tắm FAY 3 Sao - 300ml,Chai,
STP1076,8938552413004,YOKO SHAMPOO SPRING F2 (450ML/CHAI),Chai,
STP1077,8938552413011,YOKO SHAMPOO SUMMER F3 (450ML/CHAI),Chai,
STP1078,8938552413028,YOKO SHAMPOO AUTUMN F1 (450ML/CHAI),Chai,
STP1079,9556106010159,Dầu gội thú cưng Snappy Tom Pet Shampoo with Conditioner - Baby Powder,Chai,
STP1079,497655585823378,,Thùng,
STP1080,9556106013167,Dầu gội thú cưng Snappy Tom Pet Shampoo with Conditioner - Green Apple,Chai,
STP1080,497655585823379,,Thùng,
STP1081,9556106010142,Dầu gội thú cưng Snappy Tom Pet Shampoo with Conditioner - Rose,Chai,
STP1081,497655585823380,,Thùng,
STP1083,8936204290188,"Sữa tắm cho lông trắng và lông sáng màu dành riêng cho chó mèo, dung tích 450ml, nhãn hiệu Olive",Chai,
STP1084,8935113200509,Xua Đuổi Chó Mèo FAY Repell - 400ml,Chai,
STP1085,497655585822850,Dầu tắm Modern Pet Gel Plus - 500 ml,Chai,
STP2001,4712364308109,ST khô Yú hương Anh Đào 145ml,Chai,
STP2002,4712364308093,ST khô Yú hương Mẫu Đơn 145ml,Chai,
STP5002,877179007471,ST KetoHexadine,Chai,
STP5003,877179007013,ST Miconazole,Chai,
STP5004,877179007631,ST MicoHexadine,Chai,
STP5005,9557837004689,Micona Shampoo_120ml_Chai,Chai,
STP5006,8935020326859,Vime Shampo 300ml Chai,Chai,
STP5007,877179007181,ST Chlohexidine,Chai,
STP5008,877179007228,ST Maximum Chlohexidine,Chai,
STP5013,9349474000453,Thuốc thú y Dermcare Malaseb Medicated Foarm 250 ml,Chai,
STP5014,877179007129,ST Melaleuca,Chai,
STP5015,8809167910977,Sữa tắm Prunus Micochlodine Shampoo 200g,Chai,
STP5016,8935074653161,BIO-SHAMPOO 5 (DERMA) - 150ml/chai,Chai,
STP5017,087717900373,ST Premium Color Enhancing,Chai,
STP5018,8938541565691,Sữa tắm ướt thú cưng hương hoa hồng và linh lan 580ml,Chai,
STP5019,8938541565813,Sữa tắm ướt thú cưng hương Lavender 580ml,Chai,
STP5020,8938541565714,Sữa tắm ướt thú cưng hương nước hoa 580ml,Chai,
STP5021,8938541565820,Sữa tắm ướt thú cưng hương hoa hồng Pháp 580ml,Chai,
STP5022,8938556520043,Sữa tắm ướt hương nước hoa-300ml,Chai,
STP5023,8938556520029,Sữa tắm ướt hương hoa hồng Pháp300ml,Chai,
STP5024,8938556520036,Sữa tắm ướt hương Lavender-300ml,Chai,
STP5025,8938556520104,"Sữa tắm ướt thú cưng hỗ trợ trị nấm, viêm da 300ml",Chai,
STP5026,8938556520098,"Sữa tắm ướt thú cưng hỗ trợ trị ve, bọ chét 300m",Chai,
STP5027,89938534079653,Thuốc thú y Dermcare Malaseb Medicated Foarm 1000 ml,Chai,
STP5029,8938552413097,Thuốc thú y - Yoko Special (450ml/chai),Chai,
HVSTST1001,497655585823126,Vime Iodine (GSGC) 120ml Chai,Chai,
VSP1001,8809058114798,Dung dịch vệ sinh 80ml- good pp,Chai,
VSP1002,8809058114767,Dung dịch rửa tai 100ml- good ears,Chai,
VSP1003,8809167910243,DUNG DỊCH VỆ SINH TAI PRUNUS AROMA EAR CLEANSER 120ML,Chai,
VSP1004,736990004246,Làm sạch răng 8Oz-DF Plaque & Tartar,Chai,
VSP1007,8809167911592,DUNG DỊCH VỆ SINH TAI  DR. HEALMEDIX OTIX - QURE 120ML,Lọ,
VSP1007,497655585823384,,Chai,
VSP1009,8809058114781,Dung dịch vệ sinh răng 100ml- Dental Clean,Chai,
VSP1010,8809058114750,Dung dịch làm sạch mắt 100ml,Chai,
VSP1011,8809058114736,Nước xịt thơm miệng 100ml,Chai,
VSP1012,8936204290652,Bột vệ sinh tai Alkinlab,Hộp,
HVTGON0000,497655585823771,Bông thấm nước 1 kg,Kg,
HVTGTP0001,497655585823772,Găng tay phẫu thuật tiệt trùng 6.5,Đôi,
HVTGTP0002,497655585823773,Găng tay phẫu thuật tiệt trùng 7.0,Đôi,
HVTGTP0003,497655585823774,Găng tay phẫu thuật tiệt trùng 7.5,Đôi,
HVTGTP0004,497655585824034,Găng tay phẫu thuật tiệt trùng 8.0,Đôi,
HVTGTXCB01,497655585823775,Găng tay cao su y tế có bột cỡ S,Đôi,
HVTGTXCB01,497655585823776,,Hộp,
HVTGTXCB02,497655585823777,Găng tay cao su y tế có bột cỡ M,Đôi,
HVTGTXCB02,497655585823778,,Hộp,
HVTGTXCB03,497655585823779,Găng tay cao su y tế có bột cỡ L,Đôi,
HVTGTXCB03,497655585823780,,Hộp,
HVTGTXKB01,497655585823783,Găng tay cao su y tế không bột cỡ S,Đôi,
HVTGTXKB01,497655585823784,,Hộp,
HVTGTXKB02,497655585823781,Găng tay cao su y tế không bột cỡ M,Đôi,
HVTGTXKB02,497655585823782,,Hộp,
HVTGTXKB03,497655585823785,Găng tay cao su y tế không bột cỡ L,Đôi,
HVTGTXKB03,497655585823786,,Hộp,
HVTKCB0001,497655585823788,Gel KY  - Thổ Nhĩ Kỳ,Tube,
HVTKCB0002,497655585823789,Lưỡi dao mổ 15 - Ấn,Cái,
