Mã hàng,Mã vạch,Tên hàng,ĐVT,Parent_SKU
LCP1013,89938534079891,Lồng uốn 3 Size L,Cái,
LCP1014,89938534079892,Lồng uốn 2 size M,Cái,
LCP1015,89938534079893,Lồng mèo hộp 2 size M,Cái,
LCP1016,89938534079965,Lồng sơn tĩnh điện size S,Cái,
LCP1017,89938534079966,Lồng sơn tĩnh điện size M,Cái,
LCP1018,89938534079967,Lồng sơn tĩnh điện size L,Cái,
LCP1023,497655585823018,"Lồng Petland,  item: LS-2, Size: L63*W43*H58cm 1 cái/thùng",Chiếc,
LCP1024,497655585823019,"Lồng Petland, model: D-65, Size: L62*W43*H53(cm)  1 cái/thùng,",Chiếc,
LCP1025,497655585823020,"LồngPetland, model:D-198a, kích thước:L77.5*W56.5*H65 (cm), 1 cái/ thùng",Chiếc,
KMG1001,9555570903417,Khăn ướt Bioion Pets Pounce Wet Wipes chó,Bịch,
KMG1003,4580235600092,Khăn ướt Nade Nade cho chó,Gói,
KMG1004,4580235600061,Khăn ướt Nade Nade cho chó-Không mùi,Gói,
STP1015,9346781000275,ST hương Baking Soda 1L,Chai,
STP1016,793591301310,ST hương Hoa Tươi 1L,Chai,
STP1017,793591301303,ST hương Lavender 1L,Chai,
STP1018,793591301280,ST hương Nha Đam 1L,Chai,
STP1019,793591301297,ST hương Tinh Dầu Trà 1L,Chai,
STP1020,9346781000282,ST hương Trà Xanh 1L,Chai,
STP1021,8809058113517,Dầu gội chó lớn 1000ML-large dog,Chai,
STP1022,8809058116150,Dầu gội dành cho chó lông xoăn có màu trắng 550ml-white curly hair,Chai,
STP1023,8809058114330,Dầu gội và xả dành cho chó lông xoăn 550ml- curly hair,Chai,
STP1053,6925677018346,"Sữa tắm dạng bọt dành riêng cho chó, dung tích 500ml, nhãn hiệu SOS",Chai,
STP1073,89938534079712,"Sữa tắm khô dành cho chó, dung tích 500ml/chai, nhãn hiệu SOS",Chai,
STP5000,8936221912018,Shampoo Fortis derm_250ml_Chai (dog),Chai,
STP5009,8935074653048,BIO-SHAMPOO 1 (CARE) - 150ml/chai,Chai,
STP5010,8850292513021,Sữa Tắm Gội ngăn ngừa Bọ Chét BEARING Tick & Flea Cho Chó Lông Dài 300ml,Chai,
STP5011,8850292515025,Sữa Tắm Gội ngăn ngừa Bọ Chét BEARING Tick & Flea Dành cho Chó Có Mùi Hôi Ẩm 300ml,Chai,
STP5012,8850292512024,Sữa Tắm Gội ngăn ngừa Bọ Chét BEARING Tick & Flea Dành cho Chó Lông Ngắn 300ml,Chai,
STP5028,8850292511027,Sữa Tắm Gội ngăn ngừa Bọ Chét BEARING Tick & Flea Cho Tất Cả Các Giống Chó 300ml.,Chai,
TCN2040,9557837004662,EPIOTIC SIS EAR CLEANSER FOR DOGS 120ml,Lọ,
TCN2042,89938534079472,EPIOTIC SIS EAR CLEANSER FOR DOGS 237ml,Lọ,
VSP1005,736990004222,Giảm hôi miệng cho chó 8Oz-DF Dog Orig,Chai,
VAC1001,9555570903421,VẮC XIN THÚ Y - VANGUARD PLUS 5/CV-L ( 1 DOSE ),Lọ,
VAC1002,9557837004675,VẮC XIN THÚ Y - VANGUARD PLUS 5 ( 1 DOSE 1ML 1'S),Lọ,
VAC1005,89938534079489,HIPRADOG-7 1 ds,Lọ,
ĐT001-1,497655585823951,"DV Khám, chữa bệnh",Lần,
ĐT001-10,497655585823959,Cạo vôi răng,Lần,
ĐT001-11,497655585823960,Vệ sinh vết thương nhỏ,Lần,
ĐT001-12,497655585823961,Vệ sinh vết thương lớn,Lần,
ĐT001-13,497655585823962,Kiểm tra đường huyết,Lần,
ĐT001-2,497655585823952,DV chăm sóc truyền dịch/truyền máu,Lần,
ĐT001-3,497655585823953,DV Truyền Dịch,Lần,
ĐT001-4,497655585823954,Châm Cứu,Lần,
ĐT001-5,497655585824070,Khám bệnh sau 22 giờ,Lần,
ĐT001-6,497655585823955,Khám bệnh sau 21 giờ,Lần,
ĐT001-8,497655585823957,Cấp cứu đêm,Lần,
ĐT001-9,497655585823958,Cấp đêm bênh nặng,Lần,
ĐT002-1,497655585823963,Siêu âm,Lần,
ĐT002-2,497655585823964,Siêu âm tim,Lần,
ĐT003-1,497655585823965,DV tiêm phòng (DẠI),Lần,
ĐT003-2,497655585823966,DV tiêm phòng (VAN 5b),Lần,
ĐT003-3,497655585823967,DV tiêm phòng (VAN 7b),Lần,
ĐT003-4,497655585823968,DV tiêm phòng ( Hipra),Lần,
ĐT003-5,497655585823969,DV tiêm phòng ( Recom),Lần,
ĐT004,497655585823998,DV Phẫu thuật,Lần,
ĐT005-1,497655585823984,Lưu bệnh dưới 3Kg,Lần,
ĐT005-2,497655585823985,Lưu bệnh 3Kg - 5kg,Lần,
ĐT005-3,497655585823986,Lưu bệnh 5Kg - 7kg,Lần,
ĐT005-4,497655585823987,Lưu bệnh 7Kg - 10kg,Lần,
ĐT005-5,497655585823988,Lưu bệnh 10Kg - 15kg,Lần,
ĐT005-6,497655585823989,Lưu bệnh 15Kg - 20kg,Lần,
ĐT005-7,497655585823990,Lưu bệnh trên 20kg,Lần,
ĐT006-1,497655585823991,Lưu bệnh dưới 3Kg (lễ tết),Lần,
ĐT006-2,497655585823992,Lưu bệnh 3Kg - 5kg (lễ tết),Lần,
ĐT006-3,497655585823993,Lưu bệnh 5Kg - 7kg (lễ tết),Lần,
ĐT006-4,497655585823994,Lưu bệnh 7Kg - 10kg (lễ tết),Lần,
ĐT006-5,497655585823995,Lưu bệnh 10Kg - 15kg (lễ tết),Lần,
ĐT006-6,497655585823996,Lưu bệnh 15Kg - 20kg (lễ tết),Lần,
ĐT006-7,497655585823997,Lưu bệnh trên 20kg (lễ tết),Lần,
ĐT007-1,497655585823999,Chụp X-Quang  1-2 tư thế,Lần,
ĐT007-2,497655585824000,Chụp X-Quang 3 tư thế,Lần,
ĐT007-3,497655585824001,Chụp X-Quang thêm 1 tư thế,Lần,
ĐT007-4,497655585824002,Chụp X-Quang cản quang,Lần,
ĐT008-01,497655585823908,Xét nghiệm công thức máu (CBC),Lần,
ĐT008-02,497655585823909,Xét nghiệm sinh hóa máu 19 chỉ tiêu,Lần,
ĐT008-03,497655585823910,Xét nghiệm sinh hóa máu 28 chỉ tiêu,Lần,
ĐT008-04,497655585823911,Soi phân,Lần,
ĐT008-05,497655585823912,Soi da,Lần,
ĐT008-06,497655585823913,Soi dịch tai,Lần,
ĐT008-07,497655585823914,Soi dịch mắt,Lần,
ĐT008-08,497655585823915,Xét nghiệm tổng quát chó (sinh hóa 19 chỉ tiêu),Lần,
ĐT008-09,497655585823916,Xét nghiệm tổng quát chó (sinh hóa 28 chỉ tiêu),Lần,
ĐT008-10,497655585823917,Xét nghiệm tổng quát mèo (sinh hóa 19 chỉ tiêu),Lần,
ĐT008-11,497655585823918,Xét nghiệm tổng quát mèo (sinh hóa 28 chỉ tiêu),Lần,
ĐT008-12,497655585823919,Xét nghiệm tuyến tụy chó (Mindray),Lần,
ĐT008-14,497655585823921,Xét nghiệm tuyến tụy chó (Vcheck),Lần,
ĐT008-16,497655585823923,Xét Nghiệm Dị Ứng Nguyên,Lần,
ĐT008-17,497655585823924,Xét Nghiệm Sinh Hóa nước tiểu,Lần,
ĐT008-18,497655585823925,Sinh Thiết,Lần,
ĐT008-19,497655585823926,Kháng Sinh Đồ,Lần,
ĐT008-20,497655585823927,Soi Tế Bào,Lần,
ĐT008-21,497655585823928,Soi ký sinh trùng máu,Lần,
ĐT008-22,497655585823929,Soi Nước Tiểu,Lần,
ĐT008-23,497655585823930,Xét Nghiệm T4 (Vcheck),Lần,
ĐT008-24,497655585823931,Xét Nghiệm T4 (Mindray),Lần,
ĐT008-25,497655585823932,Xét Nghiệm cTSH (Vcheck),Lần,
ĐT008-26,497655585823933,Xét Nghiệm cTSH (Mindray),Lần,
ĐT008-27,497655585823934,Xét Nghiệm cSDMA (Mindray),Lần,
ĐT008-28,497655585823935,Xét Nghiệm cSDMA (VCheck),Lần,
ĐT008-29,497655585823936,Xét Nghiệm cCRP (Mindray),Lần,
GR001,497655585823937,DV Combo Tắm + Cắt,Lần,
GR002,497655585823938,DV Combo Tắm + Cạo,Lần,
GR003,497655585823939,DV Tắm,Lần,
ĐT009-3,497655585823949,Chụp CT không cản quang (liên kết),Lần,
ĐT009-4,497655585823950,Chụp CT có cản quang (liên kết),Lần,
ĐT010,497655585824010,Xổ giun,Lần,
ĐT009-1,497655585823947,Chụp CT không cản quang,Lần,
ĐT009-2,497655585823948,Chụp CT có cản quang,Lần,
GR004,497655585823940,DV Cắt lông,Lần,
GR005,497655585823941,DV Cạo lông,Lần,
GR006,497655585823942,DV Cắt móng,Lần,
GR007,497655585823943,DV Vệ sinh tai,Lần,
GR008,497655585823944,DV Gỡ lông rối,Lần,
GR009,497655585823945,DV Vắt tuyến hôi,Lần,
GR010,497655585823946,"DV Grooming khác (Tỉa mặt, cạo 4 chân,...)",Lần,
HCNXXX1001,934678105026,TA Omega 3 _ 90 viên (VetActiv8 Omega 3),Viên,
HCNXXX1001,497655585824009,,Hộp,
HCNXXX1002,8935020310438,Nuvita Gel 120g Tube(nhôm vàng),Tuýp,
HCNXXX1003,89938534079732-,Men Clostop SP 20gr,Gói,
MTH1001,89938534079732,Men Clostop SP 20gr,Gói,
TCN2001,8935020330412,Probisol 5g Gói(Pets),Gói,
TCN2003,893502031043,Nuvita Gel 120g Tube(nhôm vàng),Tuýp,
TCN2004,8935020326330,Elecamin DB 20ml Chai(Oral drops),Chai,
TCN2021,9557837004654,TABS Modern Pet Vita Hemo 100 ml,Chai,
TCN2022,3597133077650,MEGADERM,Gói,
TCN2022,497655585823444,,Hộp,
TCN2024,3597133098853,NUTRI PLUS GEL 120G,Tuýp,
TCN2030,020279995173,Men Bene Bac Gel 15g,Tuýp,
TCN2032,9556106500216,Polyvit (50ml),Chai,
TCN2038,9557837004659,MOVOFLEX (2G X30),Viên,
TCN2038,497655585823477,,Hộp,
TCN2039,9557837004660,MOVOFLEX (4G X 30),Viên,
TCN2039,497655585823478,,Hộp,
TCN2059,8936057878151,TA chăn nuôi bổ sung Pet Lac 10 g,Gói,
TCN2062,8935020300446,HEMO Rooster_50 Viên/Chai(Pets),Viên,
TCN2062,497655585823409,,Chai,
HDCXXX1001,497655585823111,"Bát đơn đựng đồ ăn cho mèo, Model: 2200-1, chất liệu inox, KT: 11.5*4cm, không hiệu",Cái,
HDCXXX1002,497655585823112,"Bát đựng TA chống lật  bằng thép không gỉ (inox) kết hợp nhựa, KT 11.5*15.5*4CM+/-10%.",Cái,
HDCXXX1003,497655585823113,"Bát ăn đế cao cho mèo, chất liệu nhựa PP, màu: xanh lục, hồng, xanh dương, kt: 13.5*11.5*8cm",Cái,
HDCXXX1004,497655585823114,"Bát đơn đựng đồ ăn và nước cho mèo,model: 1001-1, chất liệu: inox và nhựa PP, kích thước:15*15*6cm",Cái,
HDCXXX1005,497655585823115,"Bát đựng TA cho thú cưng bằng inox kèm đế đỡ bằng nhựa, có thể tháo rời, KT 18.5*6.5*14CM+/-10%.",Cái,
HDCXXX1006,497655585823116,"Bát đựng TA cho thú cưng bằng inox kèm đế đỡ bằng nhựa, KT 21*21CM+/-10%. Mã 0231-1.",Cái,
HDCXXX1007,497655585823224,"Dụng cụ cho chó mèo ăn LS232-1, bằng nhựa, không phụ kiện, không nhãn hiệu, kt 46x30x11 cm",Chiếc,
HDCXXX1008,497655585822959,Bình cấp ăn uống tự động,Cái,
HDCXXX1009,8936239101480,Lược lấy lông nút bấm có hộp,Cái,
HDCXXX1010,8935236700344,Bình sữa 5 món (núm nhỏ) 60ml,Cái,
HDCXXX1011,497655585824061,Dụng cụ đút thuốc,Chiếc,
HDCXXX1012,497655585824062,Tông đơ CP-6800,Chiếc,
HDCXXX1013,6938655900015,Máy mài móng M30,Chiếc,
HDCXXX1014,497655585824063,Bát 4 chân màu kem có inox,Cái,
HDCXXX1015,497655585824064,Bát nhựa đơn hình gấu size lớn,Chiếc,
HDCXXX1016,497655585824065,Bát nhựa đơn hình gấu size trung,Chiếc,
HDCXXX1017,497655585824066,Bát nhựa đơn hình gấu size nhỏ,Chiếc,
HDCXXX1018,497655585824067,Bát đơn mắt to + inox,Chiếc,
HDCXXX1019,497655585824071,Lưỡi tông đơ Dismeyduct,Chiếc,
HDCXXX1020,8936204290607,Lưỡi tông đơ 6800,Chiếc,
HDCXXX1021,497655585824209,Kìm cắt móng  X-0406-4,Cái,
PKP1002,6956540168004,"Tông đơ cắt lông thú PET CLIPPER (6956540168004),  COD 6800, kích thước (22,3x20,3x5,4) cm",Cái,
PKP1010,89938534079430,"Bình sữa MILK BOTTOL LS143,  không phụ kiện, kích thước 6x6x14 cm",Cái,
PKP1011,89938534079429,"Bình  sữa MILK BOTTOL LS144,không phụ kiện, kích thước 3.5x3.5x11",Cái,
PKP1019,89938534079469,Kèm cắt móng cỡ trung G-111,Cái,
PKP1024,89938534079478,Kéo cắt móng thông minh,Cái,
PKP1031,89938534079636,"Bát ăn cho thú cưng, ký hiệu: X-0326-11",Cái,
PKP1032,89938534079637,"Bát ăn cho thú cưng, ký hiệu: X-921-8",Cái,
PKP1038,6956540133002,"Máy mài móng mã CP-3300 DC1.2V/450mAh, kt 4x15cm, hiệu Codds",Chiếc,
PKP1039,89938534079660,"Kéo cong SP848,",Chiếc,
PKP1040,89938534079661,"Tấm nhựa để sàn PLASTIC MAT (SP1298), làm bằng nhựa, kt 42x62x46",Chiếc,
PKP1041,89938534079662,Đồ vệ sinh lông  bằng nhựa,Chiếc,
PKP1043,89938534079664,"Bát ăn mã SP116, đường kính bát 18cm",Chiếc,
PKP1044,89938534079665,"Bát ănmã: SP117, đường kính bát 22cm",Chiếc,
PKP1045,89938534079666,"Bát ăn treo  ZHD0007, kt 18x18x8cm bằng nhựa, không phụ kiện,",Chiếc,
PKP1046,89938534079667,"Bát ăn treo chuồng ZHD0008, kt 14x14x6cm bằng nhựa, không phụ kiện,",Chiếc,
PKP1047,89938534079669,"Dụng cụ hỗ trợ  uống thuốc, hình bơm tiêm bằng nhựa, DRUG PEEDER FOR PETSnc003, kt 140x60x12 mm, không hiệu mới 100",Chiếc,
PKP1048,89938534079670,"Phụ kiện tông đơ cắt tỉa lông thú cưng CP-6800: Lưỡi tông đơ hiệu Dismeyduct, chất liệu bằng thép, kt 38x38mm",Chiếc,
PKP1049,89938534079671,"Dụng cụ  chó mèo uống nước LS115, bằng nhựa, không phụ kiện kt 10x9x17.5cm",Chiếc,
PKP1050,89938534079672,"Tông đơ mã CP-6800, C/s 20W,  kt 16.5x5x3.5cm, hiệu Codos",Chiếc,
PKP1051,89938534079673,"Dụng cụ cho mèo uống nước PET WATER FEEDER LS112, bằng nhựa, không phụ kiện, không nhãn hiệu, kích thước (8.5x6.5x19)cm",Cái,
PKP1052,89938534079677,"Phụ kiện tông đơ  CP-6800: lưỡi tông đơ mã Ky Nam 6800,  kt 38x38mm",Chiếc,
PKP1053,89938534079692,Tô nhựa nhỏ,Cái,
PKP1054,89938534079693,Tô nhựa trung,Cái,
PKP1055,89938534079694,Tô nhựa đôi vuông trung,Cái,
PKP1057,89938534079709,Bình uống nước LS111 (500ml),Cái,
PKP1061,89938534079867,Tô nhựa đôi vuông lớn,Cái,
PKP1062,89938534079868,Tô nhựa lớn,Cái,
PKP1063,89938534079902,"Kìm cắt móng  PVN2229, bằng sắt, kt 55*41*38cm,",Chiếc,
PKP1064,89938534079903,"Kìm cắt móng  PVN2228, bằng sắt, kt 65*45*38cm,",Chiếc,
PKP1065,89938534079904,"Cốc o uống nước BOWL (LS197), bằng nhựa, không phụ kiện, kích thước (11,5x7,5x4,5)cm.",Chiếc,
PKP1066,89938534079905,"Cốc đựng TA cho thú cưng (Pet Bowl loại LS198), bằng nhựa, kt 13x8.7x4.5 cm",Chiếc,
PKP1067,89938534079916,"Khăn vệ sinh siêu thấm dành bằng nhựa xốp PVA, mã: SP451, kt: 66*43",Cái,
PKP1068,89938534079917,"Khăn vệ sinh siêu thấm bằng nhựa xốp PVA, mã: SP452, kt 43*32",Cái,
PKP1069,89938534079918,"Bàn chải bằng nhựa, PVN2238",Chiếc,
PKP1070,89938534079919,"Dụng cụ uống nước LS222, bằng nhựa, không phụ kiện,  kt 36x18x27cm",Chiếc,
PKP1071,89938534079920,"Bát ăn đựng nước nhựa PE+PET, loại LS221, kt 35x17x29cm",Chiếc,
PKP1075,89938534079932,Khăn lau  kt(64*43)cm,Cái,
PKP1076,89938534079933,"Khăn lau, kt(43*32)cm",Cái,
PKP1077,89938534079936,Lược lấy lông nút bấm có hộp,Cái,
PKP1078,89938534079937,Kềm cắt móng- kèm dũa,Cái,
PKP1083,6925732104243,Chén nhựa (BO-3037-Z),Cái,
PKP1084,6925732104793,Chén nhựa  (BO-3031-Z),Cái,
PKP1085,89938534079974,Chén đựng TA bằng nhựa (BO-3029-Z),Cái,
PKP1087,497655585822748,Phụ kiện Lược chải lông  ký hiệu: X-0720-2E/A-0721-2A,Cái,
PKP1088,497655585822749,"Phụ kiện  Lược chải lông , ký hiệu: T-0529-5",Cái,
PKP1092,497655585822861,"Kéo cong grooming 7"", cho thú cưng",Cái,
PKP1093,497655585822871,"Kìm cắt móng cho thú cưng, ký hiệu: X-0406-4",Cái,
PKP1097,497655585822881,Phụ kiện Lược chải lông  inox nhỏ,Cái,
PKP1098,497655585822882,Phụ kiện  Lược chải lông inox trung,Cái,
PKP1099,497655585822883,Phụ kiện Lược chải lông \ inox lớn,Cái,
PKP1106,497655585822922,Tô mika màu 15 cm,Cái,
PKP1107,497655585822923,Tô mika màu 18 cm,Cái,
PKP1108,497655585822924,Tô mika màu 26 cm,Cái,
PKP1109,497655585822935,Phụ kiện  Bộ kìm cắt móng  ký hiệu: T -0905-4B,Cái,
PKP1113,497655585822957,"Bình sữa cho thú cưng, nhãn hiệu DIIL, kí hiệu: X-8021-7",Cái,
PKP1115,497655585822960,Bộ bát ăn ký hiệu: X-0423-10/T-0423-4,Cái,
PKP1118,497655585822994,"Lược chải trong Spa răng lược thép ,tay cầm nhựa và cao su, Size 12x18 cm, mã: SP1710",Cái,
PKP1119,497655585822997,"Bát ăn dành cho thú cưng, chật liệu bằng thép không gỉ mã SP115, đường kính bát 16cm",Chiếc,
PKP1127,497655585823059,MÁNG UỐNG NƯỚC THÚ CƯNG YD-008,Cái,
PKP1128,497655585823060,MÁNG UỐNG NƯỚC THÚ CƯNG YD-009,Cái,
PKP1129,497655585823081,BÌNH NƯỚC THÚ CƯNG YD-007,Cái,
PKP1130,497655585823082,BÌNH NƯỚC THÚ CƯNG YD-005,Cái,
PKP1131,497655585823083,VÒI NƯỚC THÚ CƯNG YD-003,Cái,
PKP1132,497655585823084,BÁT TA THÚ CƯNG YD-016,Cái,
PKP1133,497655585823104,"Bát ăn cho thú cưng, ký hiệu: X-0225-5",Cái,
DCP1001,6971067400437,Đồ chơi  hình bóng lưới Fofos - DCF18318,Cái,
DCP1002,6971067400444,Đồ chơi ình cuộn len Fofos - DCF18319,Cái,
DCP1003,6971067400888,Đồ chơi hình bóng hài hước Fofos - DCF18333,Cái,
DCP1004,6971067400871,Đồ chơi bóng chuông hình con vật Fofos - DCF18332,Cái,
DCP1005,89938534079477,Đồ chơi cao su dây thừng,Cái,
DCP1008,89938534079663,"Đồ chơi  PET TOYS (SP 218), hình gà đại, kt 41 cm, không hiêu",Chiếc,
DCP1010,89938534079866,"Đồ chơi (cho thú cưng gặm), chất liệu nhựa PVC, kích thước (10x5)cm",Cái,
DCP1011,89938534079869,Banh màu đơn dây rút,Cái,
DCP1012,89938534079870,Banh đồ chơi màu chuông,Cái,
DCP1021,6934346703209,Đồ chơi bóng Tennis Fofos - DCF18234,Cái,
DCP1027,6971067400420,Đồ chơi cắn gặm hình cà rốt Fofos - DCF18317,Cái,
DCP1028,6971067400727,Đồ chơi cắn gặm hình trái bắp Fofos - DCF18342,Cái,
DCP1029,6971067408587,Đồ chơi cắn gặm đựng đồ ăn hình quả dâu Fofos - D08587,Cái,
DCP1030,6971067408570,Đồ chơi cắn gặm đựng đồ ăn hình quả lê Fofos - D08570,Cái,
DCP1031,89938534079938,Đồ chơi cao su có dây,Cái,
DCP1032,89938534079939,Đồ chơi cao su,Cái,
DCP1033,89938534079940,Banh thừng đơn,Cái,
DCP1034,89938534079941,Banh thừng đôi nhỏ,Cái,
DCP1035,89938534079942,Dây thừng gặm,Cái,
DCP1038,89938534079978,Đồ mô hình thú cưng (NTD5511-peach red),Cái,
DCP1039,89938534079979,Đồ mô hình thú cưng (NTD9921),Cái,
DCP1041,89938534079981,Đồ chơi thú cưng (LWT-0139+0140+0155),Cái,
DCP1043,89938534079983,Dây đồ chơi cho vật nuôi (OPT32388),Cái,
DCP1052,4976555858105,Thú bông voi #85810,Cái,
DCP1053,4976555854961,Đồ chơi kéo dãn - chó #85496,Cái,
DCP1054,4976555854978,Đồ chơi kéo dãn - gấu #85497,Cái,
DCP1055,4976555858594,Đồ chơi pupi hình con cừu #85859,Cái,
DCP1057,4976555857726,Bóng mềm đặc ruột S 2 PCS #85772,Cái,
DCP1058,4976555857733,Bóng mềm đặc ruột M 1 PC #85773,Cái,
DCP1059,4976555857740,Bóng mềm đặc ruột SS 3PCS #85774,Cái,
DCP1063,497655585822934,Đồ chơi Đèn laze nhỏ,Chiếc,
DCP1064,497655585822936,Đồ chơi bằng vải hình khúc xương nhỏ,Cái,
DCP1065,497655585822937,Đồ chơi bằng vải hình khúc xương lớn,Cái,
DCP1073,497655585822952,"Đồ chơi thú cưng(cho thú cưng gặm), ký hiệu:X-0422-1A/X-0421-2A",Cái,
DCP1074,497655585822995,Đồ chơi thú cưng (CON GÀ NHỎ),Chiếc,
HĐCXXX1001,6930095870674,Đồ mô hình thú cưng (OPT61394),Cái,
HĐCXXX1002,6930095827005,Đồ chơi cho thú cưng (JJFD1772 L),Cái,
HĐCXXX1003,6930095826497,Đồ chơi cho thú cưng (JJFD2055),Cái,
HĐCXXX1004,4976555857085,Thú bông sóc,Cái,
HĐCXXX1005,4976555857108,Thú bông thỏ,Cái,
HĐCXXX1006,4976555858082,Thú bông rái cá,Cái,
HĐCXXX1007,497655585824190,Đồ chơi A4-0521-7 (HK),Cái,
HĐCXXX1008,497655585824191,Đồ chơi T-1224-6 (HK),Cái,
HĐCXXX1009,497655585824193,Banh màu dây thừng lớn,Cái,
HĐCXXX1010,497655585824194,Banh màu dây thừng nhỏ,Cái,
HĐCXXX1011,497655585824195,Đồ chơi vải khúc xương lớn,Cái,
HĐCXXX1012,497655585824196,Khúc xương nhựa (HK),Cái,
HĐCXXX1013,497655585824197,Banh ĐC màu chuông,Cái,
DTP1002,89938534079607,AA-Vicom - 500ml,Chai,
HĐTDTP1001,8935074624673,BIO-LACTATED RINGER'S - 500ml/chai,Chai,
HĐTDTP1002,8935074613219,BIO-GLUCOSE 5% - 500ml/chai,Chai,
HĐTDTP1003,8935020321366,"Sinh lý mặn (NaCl 0,9%)_500ml_Chai",Chai,
HĐTDTP1004,497655585824028,AA-Vicom - 500ml,Chai,
HĐTDTP1005,497655585824084,"Normal Saline (NaCl 0,9%) 500ml_Chai",Chai,
HĐTHTR1001,8936221910359,Pimolife 2.5mg,Viên,
HĐTHTR1001,497655585823765,,Hộp,
HĐTHTR1002,8936221910366,Pimolife 5mg,Viên,
HĐTHTR1002,497655585823766,,Hộp,
HĐTHTR1003,497655585823314,PREVICOXDOG 57MG,Viên,
HĐTHTR1003,497655585823768,,Hộp,
HĐTHTR1004,8859133900679,TA bổ sung Dr. Petz Iromin,Viên,
HĐTHTR1004,497655585823770,,Hộp,
HĐTHTR1005,497655585824011,TABS Hepatotab,Viên,
HĐTHTR1005,8857121047634,,Hộp,
HĐTHTR1006,497655585824294,HTĐT Ung thư IPETS (60V),Viên,
HĐTHTR1006,497655585824295,,Lọ,
HĐTHTR2001,497655585823280,BIO-VITAMIN B1+B6+B12 - 50ml/lọ,ml,
HĐTHTR2001,497655585823749,,Lọ,
HĐTHTR2002,497655585823290,Catosal (Exp- Vn) 100Ml,ml,
HĐTHTR2002,497655585823751,,Chai,
HĐTHTR2003,497655585823294,Hisanti 100ml,ml,
HĐTHTR2003,497655585823757,,Chai,
HĐTHTR2004,497655585823295,BIO-BROMHEXINE,ml,
HĐTHTR2004,497655585823742,,Lọ,
HĐTHTR2005,497655585823296,Eucalyptyl 100ml/chai,ml,
HĐTHTR2005,497655585823756,,Chai,
HĐTHTR2006,497655585823299,Biotin 2Ml ( 5 Ống/Hộp),Ống,
HĐTHTR2006,497655585823748,,Hộp,
HĐTHTR2007,497655585823300,Lesthionin C- 100ml,ml,
HĐTHTR2007,497655585823760,,Chai,
HĐTHTR2008,497655585823301,Bio-Calcium 100Cc,ml,
HĐTHTR2008,497655585823743,,Lọ,
HĐTHTR2009,497655585823302,Super Amino-C 100ml,ml,
HĐTHTR2009,497655585823769,,Lọ,
HĐTHTR2010,497655585823304,NK - HOLLAND - VITOL 140 100ML,ml,
HĐTHTR2010,497655585823763,,Chai,
HĐTHTR2011,497655585823075,Alpha chysin (TAL0187)-20ml,ml,
HĐTHTR2011,497655585823346,,Lọ,
HĐTHTR2012,8935020324770,Furovet_100ml_Chai,ml,
HĐTHTR2012,497655585823396,,Chai,
HĐTHTR2013,497655585823312,BIO-VITAMIN K - 100ml/lọ,ml,
HĐTHTR2013,497655585823750,,Lọ,
HĐTHTR2014,497655585823317,Progesterone 2ml,Ống,
HĐTHTR2015,497655585824045,Bio-Atropin 100Cc,ml,
HĐTHTR2015,497655585824046,,Lọ,
TAN2057,8936047719310,Pet - ATP 3+ - KLT 600mg (4 vỉ x 10 Viên),Viên,
TAN2057,497655585823541,,Hộp,
TCN1000,9557837004690,Oxytocin_2ml_Ống,Ống,
TCN1011,8936047717323,B12-ATP - Hộp 6 lọ 5ml,ml,
TCN1011,497655585823347,,Lọ,
TCN1012,89938534079459,BIO-HEPATOL + B12 INJ-100ml/lọ,ml,
TCN1013,89938534079606,TABS RenoVet,Viên,
TCN1013,497655585823587,,Hộp,
TCN1014,9346781000015,TA Omega 3 _ 90 viên (VetActiv8 Omega 3),Viên,
TCN1014,497655585823586,,Hộp,
TCN1015,9346781202044,TA hỗ trợ sức khỏe 30ml (VetActiv8 Joint Care Medistrength),ml,
TCN1015,497655585823637,,Chai,
TCN1042,497655585823074,Hen.INJ - Hộp 6 lọ 5ml,ml,
TCN1042,497655585823410,,Hộp,
TCN1061,8935074619556,BIO-VIT PLUS - 5g/gói,Gói,
TCN2000,8935020335639,"DOCA Lyte_6,8g_Gói(Pet) GOI",Gói,
TCN2005,8935020327450,Bromhexine Oral_30ml_Chai(Pets),Chai,
TCN2007,8935020327177,Seasal Drop_100ml+Nano Drop_10ml_Cặp,Cặp,
TCN2014,8935074619549,BIOTIC - 5g/Gói,Gói,
TCN2023,3597133094671,CALCI DELICE,Viên,
TCN2023,497655585823370,,Hộp,
TCN2025,8936047717163,Pet Liver - KLT 350mg (4 vỉ x 10 Viên),Viên,
TCN2025,497655585823542,,Hộp,
TCN2026,893604717484,Pet Nutribio - KLT 300mg (4 vỉ x 10 Viên),Viên,
TCN2026,497655585823543,,Hộp,
TCN2031,9556106500212,TABS - Urajiron (60V),Viên,
TCN2031,497655585823576,,Lọ,
TCN2033,020279996224,TA Calcium Phosphorus 50V,Viên,
TCN2033,497655585823589,,Chai,
TCN2041,9557837004715,TA chăn nuôi bổ sung Dr. Petz Oderm S,Viên,
TCN2041,497655585823594,,Hộp,
TCN2043,89938534079435,"Mỡ kẽm oxyd, 100g",Lọ,
TCN2045,89938534079461,Uri shield (Cat)_(6 viên/vĩ- hộp 2 vĩ),Viên,
TCN2045,497655585823739,,Hộp,
